Mean_ax,RMS_ax,STD_ax,Peak_ax,Mean_ay,RMS_ay,STD_ay,Peak_ay,Mean_az,RMS_az,STD_az,Peak_az,Mean_current,RMS_current,STD_current,Peak_current,Mean_voltage,Mean_temp,label,session_id
-0.3354414062499999,0.3432606630718119,0.0728487871245806,0.717,0.647650390625,0.6518204420481725,0.0736129078026395,1.032,-2.12603125,2.126171381189085,0.0244103709709111,2.221,0.66351171875,0.6643061935207288,0.0324794986325358,0.749,24.169552734375,36.593046875,Misalignment,Misalignment_s1
-0.333845703125,0.34115447094663,0.0702383054454573,0.731,0.65064453125,0.6554623457672836,0.079325788197898,1.073,-2.12526171875,2.125383275177974,0.0227308869612669,2.204,0.6707597656250001,0.6715774937251285,0.0331310563794767,0.756,24.169464843750003,36.64203125,Misalignment,Misalignment_s1
-0.332634765625,0.3416920471391235,0.0781509294616917,0.714,0.6537011718750001,0.6599810706920881,0.0908283631974435,1.044,-2.123642578125,2.123763321673198,0.0226461223828334,2.206,0.67985546875,0.6803284276959548,0.0253635790449173,0.752,24.169662109375,36.65074218749999,Misalignment,Misalignment_s1
-0.3288515625,0.3373154009047022,0.0750888109428335,0.656,0.650982421875,0.6562039522535086,0.0826166651643875,1.083,-2.125998046875,2.126098327831847,0.0206495591492966,2.197,0.6602949218749999,0.6611658987751297,0.0339258286444509,0.744,24.16966796875,36.70539062499999,Misalignment,Misalignment_s1
-0.33516796875,0.3439590614266471,0.0772675136231199,0.69,0.654513671875,0.6595537776003372,0.081382054997277,1.093,-2.125986328125,2.126070979658693,0.0189721683646027,2.221,0.6533828125000001,0.6543102164684578,0.0348246996338783,0.732,24.169693359375003,36.72375,Misalignment,Misalignment_s1
-0.3384765625,0.3460221046046047,0.0718673327262365,0.651,0.652083984375,0.656876729005812,0.0792055202053477,1.029,-2.12325,2.123375505901512,0.0230862851602417,2.223,0.672046875,0.6729781176791709,0.0353913079404304,0.76,24.170119140625,36.7592578125,Misalignment,Misalignment_s1
-0.3296640625,0.3387250567384999,0.0778220403131149,0.68,0.654431640625,0.6583960193981849,0.0721425402120403,1.034,-2.12278125,2.122889115171233,0.0213999990873247,2.214,0.659013671875,0.6597676630001087,0.0315333065575881,0.755,24.170421875,36.794453125,Misalignment,Misalignment_s1
-0.332861328125,0.3404204116098578,0.0713399809327566,0.7,0.65074609375,0.655406353555754,0.0780192908860764,0.988,-2.120013671875,2.120125109165878,0.0217372854493111,2.204,0.65499609375,0.655915197334038,0.0347111403729582,0.756,24.170603515625,36.811953125,Misalignment,Misalignment_s1
-0.3351757812499999,0.345038307429407,0.0819062223350714,0.756,0.6519902343749999,0.6574505669986718,0.0845575681208226,1.1,-2.1280546875,2.1281366464439024,0.01867707008011,2.177,0.6556171875000001,0.6562732495881575,0.0293373751312186,0.738,24.170439453125,36.8367578125,Misalignment,Misalignment_s1
-0.335642578125,0.3432989683069627,0.072098830713322,0.685,0.64997265625,0.6535041184357601,0.0678467312390165,0.993,-2.126263671875,2.126349525981236,0.0191077027731575,2.233,0.663703125,0.6646335838499662,0.0351562604166651,0.748,24.170599609375003,36.8549609375,Misalignment,Misalignment_s1
-0.3377578125,0.3465333734378985,0.0774921867123702,0.695,0.651556640625,0.6562536800492055,0.0783762504563059,1.017,-2.126546875,2.12663619912704,0.0194913279494849,2.206,0.66983203125,0.6706581917461756,0.033278522619687,0.751,24.170298828125,36.8868359375,Misalignment,Misalignment_s1
-0.3404921875,0.3500794831623955,0.0813677748418552,0.792,0.653494140625,0.659122945011494,0.0859561795883095,1.156,-2.12876171875,2.1288354935489378,0.0177229618939921,2.216,0.6629667968749999,0.6636452262527961,0.0300002094897267,0.742,24.17064453125,36.8996875,Misalignment,Misalignment_s1
-0.329349609375,0.3423754991553499,0.0935404576983131,0.692,0.6511875,0.6550121360994008,0.0706805367923164,0.941,-2.128171875,2.128243391530619,0.0174471789334085,2.177,0.675283203125,0.6760605398302914,0.0324106324045827,0.754,24.170541015625,36.924414062500006,Misalignment,Misalignment_s1
-0.338421875,0.3485818479030427,0.0835460304801154,0.675,0.6543378906249999,0.6592681000430515,0.0804757890722454,1.01,-2.130193359375,2.1302629014506342,0.0172128141664022,2.221,0.6548203125000001,0.6555635516961723,0.0312078299454214,0.734,24.17050390625,36.9552734375,Misalignment,Misalignment_s1
-0.32933984375,0.3379933489083032,0.0759919155237949,0.597,0.6522539062499999,0.6568321762920114,0.0774167268367515,0.924,-2.12673046875,2.126811634928856,0.0185807362382461,2.177,0.661931640625,0.6629694283227734,0.0370805343828921,0.755,24.17080859375,36.97453125,Misalignment,Misalignment_s1
-0.3319765624999999,0.3390484386485211,0.0688869051466502,0.673,0.651013671875,0.6550486578420148,0.0725943742479734,1.054,-2.126197265625,2.126272743393207,0.0179155503864155,2.192,0.65677734375,0.6576672791009144,0.0342019113017728,0.742,24.170673828125,37.0073046875,Misalignment,Misalignment_s1
-0.33059375,0.3397286773570197,0.07825181582358,0.729,0.655544921875,0.6595956073492114,0.0729878115734068,0.993,-2.12664453125,2.126739976980613,0.0201486325086287,2.221,0.660146484375,0.6611276809715919,0.0360059677581769,0.75,24.170693359375,37.0176171875,Misalignment,Misalignment_s1
-0.335060546875,0.3439862057781169,0.0778520371824073,0.663,0.649236328125,0.6535800702309741,0.0752269795079686,1.0,-2.1271796875,2.127254079316514,0.0177903079274177,2.182,0.66062109375,0.6614071233457498,0.0322359008723769,0.734,24.170728515625,37.017734375,Misalignment,Misalignment_s1
-0.333158203125,0.340227988243729,0.0689977947103836,0.697,0.650951171875,0.6549446586234405,0.0722154948327518,0.995,-2.126251953125,2.126353585899021,0.0207895189397879,2.223,0.6577402343750001,0.6585000904636422,0.0316251992079902,0.75,24.171525390625,37.02730468749999,Misalignment,Misalignment_s1
-0.335044921875,0.3431817945938056,0.0742875794894419,0.687,0.65196484375,0.656051627755964,0.073113478889245,1.007,-2.127546875,2.127613902466505,0.0168882398871041,2.211,0.6517499999999999,0.65256704636382,0.0326448694284415,0.734,24.171541015625003,37.0598046875,Misalignment,Misalignment_s1
-0.329744140625,0.3376296539155365,0.072543675993192,0.639,0.6519609375,0.6564576665473182,0.0767046539844297,1.071,-2.126724609375,2.1268022224361567,0.0181694589387978,2.182,0.6558320312500001,0.6567504401406976,0.0347201297736489,0.737,24.17143359375,37.087773437500005,Misalignment,Misalignment_s1
-0.3347265625,0.3431814445832554,0.0757075442950277,0.665,0.65310546875,0.6569343247473449,0.0708233981117312,0.995,-2.126533203125,2.126630380529401,0.020330061425202,2.189,0.658466796875,0.6592620830448427,0.032372388756508,0.755,24.171466796875,37.089375,Misalignment,Misalignment_s1
-0.3317734375,0.3397120161346225,0.0730112325309167,0.663,0.652353515625,0.658020280426922,0.0861718057419471,1.085,-2.119693359375,2.119820126600515,0.0231825659095816,2.228,0.68419921875,0.6849234560335921,0.0314891995276102,0.771,24.17145703125,37.10398437500001,Misalignment,Misalignment_s1
-0.3298027343749999,0.3395918764901849,0.0809493605712743,0.663,0.657005859375,0.6612292958124474,0.0746155639765774,1.188,-2.1270625,2.127131890157496,0.0171813625405553,2.231,0.67172265625,0.6724603583808862,0.0314897868235771,0.752,24.17162109375,37.1568359375,Misalignment,Misalignment_s1
-0.333212890625,0.3407579757641411,0.0713103608755893,0.661,0.650609375,0.6550482329569327,0.0761290264098351,1.01,-2.125765625,2.1258735823847217,0.0214241884235873,2.216,0.6713339843749999,0.6723266781181415,0.036521822689486,0.786,24.1712421875,37.1847265625,Misalignment,Misalignment_s1
-0.3395996093749999,0.3493557603155056,0.081985075336749,0.707,0.64980859375,0.6540352598245373,0.0742355210286656,0.993,-2.1264609375,2.1265299575026564,0.0171330511839279,2.223,0.66848828125,0.6693514964361027,0.0339829900490068,0.77,24.17165625,37.2,Misalignment,Misalignment_s1
-0.332224609375,0.3418902504596687,0.0807202098919698,0.712,0.654486328125,0.659061556127821,0.0775227777048773,1.029,-2.1246699218750003,2.124746916454846,0.0180881747021747,2.214,0.671796875,0.6725558526992387,0.0319426633240619,0.755,24.17181640625,37.2095703125,Misalignment,Misalignment_s1
-0.33295703125,0.3415260444863612,0.0760240383279297,0.675,0.6552636718750001,0.6617492281942042,0.0924205677136714,1.134,-2.126736328125,2.126812464644127,0.0179958439373465,2.219,0.6706796875000001,0.6717048738099196,0.0370970925397441,0.799,24.171494140625,37.2338671875,Misalignment,Misalignment_s1
-0.33766015625,0.3471948862850661,0.0808078458055007,0.731,0.6505097656250001,0.6548645956775149,0.0753968401087377,0.995,-2.1253984375,2.125478168627592,0.0184099751509499,2.219,0.661896484375,0.6627199295917734,0.0330264901274776,0.756,24.17191796875,37.271875,Misalignment,Misalignment_s1
-0.338185546875,0.3470983430753091,0.078152387362653,0.739,0.6485429687500001,0.6527243358369212,0.0737636514733816,0.971,-2.1240820312500004,2.1241644588961326,0.0187129088699224,2.221,0.663240234375,0.6644172302547361,0.0395303347515559,0.75,24.17180078125,37.26914062499999,Misalignment,Misalignment_s1
-0.33409375,0.342699006965296,0.076314976157616,0.714,0.647896484375,0.6525339535586443,0.0776576208841758,0.985,-2.1258203125,2.12589821182277,0.0181990657357003,2.245,0.670005859375,0.6708402220466696,0.0334477490840971,0.769,24.172126953125,37.2826171875,Misalignment,Misalignment_s1
-0.3358691406249999,0.3442135539212902,0.075331872928721,0.695,0.653212890625,0.657353475534187,0.0736648580953414,1.024,-2.1215390625,2.1216399943498896,0.020694731494298,2.216,0.64939453125,0.650379879978809,0.0357873031093818,0.755,24.171947265625,37.329140625,Misalignment,Misalignment_s1
-0.334541015625,0.3414141632378115,0.0681611305948522,0.651,0.648740234375,0.6534578293705149,0.0783788432467274,1.068,-2.117962890625,2.1180735742687564,0.021653174155751,2.177,0.65994140625,0.6607880061430443,0.0334384416394134,0.753,24.172296875,37.34734375,Misalignment,Misalignment_s1
-0.333064453125,0.3430723576421234,0.0822600306507946,0.731,0.65419140625,0.6597097432299298,0.0851501573759406,1.022,-2.11575390625,2.1158539000986103,0.0205702394338571,2.177,0.667236328125,0.6680733010283191,0.0334307938455301,0.75,24.171765625,37.3644140625,Misalignment,Misalignment_s1
-0.332720703125,0.3437408720378986,0.0863407251613085,0.702,0.6561425781249999,0.6610942263942977,0.0807619548014612,1.056,-2.116765625,2.116885522744735,0.0225300959742601,2.204,0.670515625,0.6713657605024254,0.0337754497506602,0.747,24.172416015625,37.3958984375,Misalignment,Misalignment_s1
-0.328634765625,0.3364860376235914,0.0722637138419159,0.656,0.64896875,0.6532329725344932,0.0745176350247879,1.029,-2.113984375,2.114164116183096,0.0275675971406536,2.223,0.671359375,0.6721286672300922,0.0321486377955485,0.771,24.1723046875,37.43191406249999,Misalignment,Misalignment_s1
-0.335326171875,0.3443189524490701,0.0781786382030472,0.724,0.653431640625,0.6581796644557814,0.0789149018452525,0.971,-2.1185625000000003,2.1186498307810924,0.0192363994162109,2.204,0.6589453125,0.6597237229515095,0.0320385043233504,0.747,24.172380859375,37.4508203125,Misalignment,Misalignment_s1
-0.33238671875,0.3393727958031551,0.0685052095089008,0.67,0.65134765625,0.6563454186583083,0.0808426823613729,1.02,-2.117095703125,2.1172336761569626,0.0241707108457087,2.221,0.665314453125,0.6661198204785495,0.0327458958857011,0.755,24.17241015625,37.47917968750001,Misalignment,Misalignment_s1
-0.335546875,0.3426435317407144,0.0693749560106842,0.768,0.650830078125,0.6546841512444188,0.070933400443172,1.056,-2.117259765625,2.117393538406211,0.0238008686804718,2.221,0.655697265625,0.6565510395834623,0.0334718303954712,0.742,24.173048828125,37.515507812500005,Misalignment,Misalignment_s1
-0.332236328125,0.3406547492742836,0.0752640716221381,0.685,0.645119140625,0.6500540377177308,0.0799471472435788,0.995,-2.117544921875,2.117678377134822,0.0237742050503302,2.162,0.66916015625,0.6699977961717486,0.0334922701899346,0.755,24.172837890625004,37.5193359375,Misalignment,Misalignment_s1
-0.3375859375,0.3445610432129552,0.0689786003210132,0.614,0.656837890625,0.662153079862863,0.0837298430141579,1.117,-2.115697265625,2.115813077404435,0.0221372704397627,2.197,0.671884765625,0.6728221971549208,0.0355045166903285,0.757,24.173259765625,37.53976562499999,Misalignment,Misalignment_s1
-0.333943359375,0.3430166353245495,0.0783724750069474,0.724,0.647966796875,0.6550618127441296,0.0961509680823728,1.11,-2.1133613281250003,2.113504115558892,0.0245671176598127,2.204,0.678158203125,0.679006447583066,0.0339294472935566,0.776,24.173345703125,37.553984375,Misalignment,Misalignment_s1
-0.3321015625,0.3406343290006895,0.0757647561786388,0.661,0.648095703125,0.6525236151737154,0.0758882596340624,1.024,-2.1167226562500003,2.116881463121223,0.0259292387893346,2.184,0.6658828125,0.6669983484799644,0.0385600426878633,0.76,24.173185546875,37.5805078125,Misalignment,Misalignment_s1
-0.33734375,0.3455955627156546,0.075069882807205,0.702,0.653765625,0.6594186419206693,0.0861594619345976,1.107,-2.1155625,2.1157103352435205,0.0250106227431465,2.189,0.669146484375,0.6700376694751012,0.0345465043702381,0.764,24.17316015625,37.602578125000015,Misalignment,Misalignment_s1
-0.330158203125,0.3381351402130145,0.0730132450733854,0.7,0.65032421875,0.6571146149550321,0.0942232863717995,1.024,-2.114755859375,2.114868679895545,0.0218446433303504,2.192,0.672662109375,0.6735811433232265,0.0351744687493718,0.761,24.173146484375,37.60671875,Misalignment,Misalignment_s1
-0.33171484375,0.3422857963840305,0.0844087012230557,0.812,0.651359375,0.6572232812418091,0.0875979794621963,0.954,-2.114611328125,2.1147529254139537,0.0244717492692815,2.16,0.679857421875,0.6804668936541843,0.028793736833785,0.746,24.1730625,37.64265625,Misalignment,Misalignment_s1
-0.3330546875,0.3416016446004761,0.0759358856406333,0.668,0.65072265625,0.6544457041554326,0.0697079933038122,1.063,-2.1196640625,2.119741147227652,0.0180774278036476,2.216,0.6646640625,0.6654764916490289,0.032873164716773,0.752,24.17294921875,37.6447265625,Misalignment,Misalignment_s1
-0.334560546875,0.3426152834038128,0.0738544033661902,0.795,0.6520214843750001,0.6564855812273221,0.0764284127324166,1.083,-2.11940234375,2.1194850218419803,0.0187206602315953,2.179,0.6683925781250001,0.6691339712526745,0.0314902046959172,0.778,24.173005859375003,37.689375,Misalignment,Misalignment_s1
-0.3397910156249999,0.3479097825541486,0.074721365735685,0.863,0.648080078125,0.6524413691929528,0.0753123666595924,1.081,-2.116619140625,2.116709309927648,0.0195375606016072,2.226,0.6632148437500001,0.6640959315114044,0.0341976209649602,0.749,24.17296875,37.68957031250001,Misalignment,Misalignment_s1
-0.335552734375,0.3425072792337777,0.0686702175734553,0.707,0.650955078125,0.6551896478191448,0.0743704300959067,1.012,-2.114740234375,2.114838211804717,0.0203568962502899,2.153,0.6766484374999999,0.677465690436608,0.0332664056904047,0.759,24.173216796875003,37.72421875,Misalignment,Misalignment_s1
-0.34017578125,0.3477979500550571,0.0724144454750027,0.697,0.6528183593750001,0.6575385786567014,0.0786458650204087,1.042,-2.117291015625,2.117388602533939,0.0203285339924207,2.204,0.67110546875,0.6719694352238054,0.0340642288749176,0.768,24.173478515625,37.743984375,Misalignment,Misalignment_s1
-0.334111328125,0.3414109310319823,0.0702213945081809,0.705,0.649888671875,0.6543437179127457,0.0762260804477285,1.134,-2.11598828125,2.1161095143121726,0.0226510524075791,2.228,0.667681640625,0.6686536627456138,0.0360409139095188,0.757,24.174191406250003,37.7719921875,Misalignment,Misalignment_s1
-0.33455078125,0.3420286560545768,0.0711292930339859,0.748,0.646677734375,0.6514904651427179,0.0790426089871275,1.056,-2.11555078125,2.115675332673057,0.0229565945593994,2.209,0.680626953125,0.6814715049870941,0.033916998528084,0.764,24.173375,37.79796875,Misalignment,Misalignment_s1
-0.3403144531249999,0.347289856086562,0.069255448412794,0.641,0.6507578125,0.6555270124582968,0.0789299279913192,1.2,-2.1141640625,2.1142554725304605,0.0196601108464854,2.167,0.655951171875,0.656744838733526,0.0322775977876174,0.749,24.1735390625,37.8219140625,Misalignment,Misalignment_s1
-0.3341328125,0.3427590546305816,0.0764135664793225,0.726,0.650546875,0.6560876376531187,0.0850867305106053,1.083,-2.119626953125,2.1197315900065923,0.021061653731463,2.216,0.6672324218750001,0.6680444160359961,0.0329277541854439,0.749,24.174029296875,37.85101562500001,Misalignment,Misalignment_s1
-0.333349609375,0.3424073808391475,0.0782358765698954,0.78,0.65687109375,0.6618202113773045,0.080785879850248,1.029,-2.116740234375,2.1168507218308106,0.0216277297397361,2.177,0.6614921874999999,0.6622715378481473,0.0321197092174702,0.754,24.1735859375,37.8690625,Misalignment,Misalignment_s1
-0.3316679687499999,0.3395376279313531,0.0726784650807859,0.636,0.6507226562499999,0.6554828671006588,0.0788531147478927,0.98,-2.114533203125,2.114664897082544,0.0235999965053491,2.199,0.663953125,0.6647899045469177,0.0333446396027063,0.743,24.174044921875,37.889765625,Misalignment,Misalignment_s1
-0.336705078125,0.3439602453636539,0.0702733289055146,0.709,0.650603515625,0.6550737837139988,0.0763984788183991,1.068,-2.1165,2.116602226299264,0.0208022685061028,2.223,0.6565722656249999,0.6574467644204168,0.0338984964110422,0.738,24.174103515625,37.88453124999999,Misalignment,Misalignment_s1
-0.335083984375,0.3418827381436872,0.0678419490875649,0.663,0.6534296875000001,0.6583279779581755,0.0801584060230263,1.063,-2.115017578125,2.115105681738356,0.019305158485092,2.158,0.6558691406249999,0.656833298807144,0.0355760143593822,0.736,24.1733671875,37.9121484375,Misalignment,Misalignment_s1
-0.3325117187499999,0.3405972637790121,0.0737729827760197,0.714,0.6509199218750001,0.6557508682204507,0.0794509690193826,1.017,-2.112427734375,2.112561731254113,0.0237936000361324,2.165,0.6645625,0.6654426980401843,0.0342150254822351,0.75,24.1741796875,37.9638671875,Misalignment,Misalignment_s1
-0.3335703125,0.340470664576994,0.068199120640609,0.67,0.6483828125,0.6535344709252144,0.081896478203216,0.993,-2.11440625,2.1145238225410825,0.0222981177386679,2.201,0.666703125,0.6674194737241714,0.0309143497664818,0.747,24.17386328125,37.9820703125,Misalignment,Misalignment_s1
-0.333443359375,0.3398385502475771,0.0656183383139926,0.646,0.6472597656250001,0.6517492822804832,0.0763670266292663,0.988,-2.113951171875,2.1140766208877992,0.0230304561980263,2.177,0.6669921875,0.6679787989010205,0.0362918392371459,0.765,24.17412890625,38.0003515625,Misalignment,Misalignment_s1
-0.3372734375,0.3445669666860855,0.0705196631315237,0.668,0.6512890625000001,0.6558191055609389,0.0769496997175498,0.951,-2.11494140625,2.1150362336213653,0.0200279220220785,2.167,0.650447265625,0.6513129723033505,0.0335699647242247,0.729,24.174625,38.03777343749999,Misalignment,Misalignment_s1
-0.33220703125,0.340701723010759,0.0756052408934825,0.675,0.65151953125,0.6568331843255562,0.0833794484932004,1.029,-2.1152734375,2.115386688941292,0.0218890008208139,2.206,0.66305859375,0.6640191721159111,0.0357038120061774,0.753,24.174513671875,38.04246093750001,Misalignment,Misalignment_s1
-0.3350390625,0.3452629885319305,0.0833987880554693,0.719,0.647787109375,0.6524850438300291,0.0781574906803998,1.02,-2.11340234375,2.113519283498201,0.0222327495096048,2.201,0.65548046875,0.6565400192486365,0.037284741681823,0.751,24.174402343750003,38.174414062500006,Misalignment,Misalignment_s1
-0.33581640625,0.3458007746972959,0.0824955579081986,0.741,0.647818359375,0.6539911018722846,0.0896422589229452,1.056,-2.111619140625,2.111738404227812,0.0224431022089521,2.158,0.66666015625,0.6675544980093386,0.0345433623323727,0.746,24.174490234375,38.1979296875,Misalignment,Misalignment_s1
-0.334208984375,0.3447404566073947,0.0845596664190795,0.697,0.656228515625,0.6621427589297681,0.0883015769040062,1.117,-2.111150390625,2.11127816505414,0.0232275353467584,2.16,0.670248046875,0.6710598208827027,0.0329975584456305,0.748,24.174330078125003,38.209843750000005,Misalignment,Misalignment_s1
-0.332572265625,0.3411534347117511,0.076035216529444,0.7,0.6457265625,0.652105574034987,0.0909883848050595,1.068,-2.11030078125,2.1104125235439755,0.0217170943473027,2.197,0.67236328125,0.673202870959973,0.0336113596196791,0.761,24.174150390625,38.21679687499999,Misalignment,Misalignment_s1
-0.3332207031249999,0.3402588944236065,0.0688482261445828,0.626,0.6481874999999999,0.6524012946176225,0.0740298187388028,1.017,-2.11675,2.116846101625895,0.0201706586097231,2.201,0.657513671875,0.6582480520646263,0.031084873239726,0.734,24.1743515625,38.245000000000005,Misalignment,Misalignment_s1
-0.337109375,0.3462634361111493,0.0790925816661042,0.714,0.64382421875,0.6487392882063642,0.0797059559471696,1.007,-2.115529296875,2.1155985979704126,0.0171237203300893,2.199,0.658314453125,0.6591267882940846,0.0327139703125007,0.743,24.1749765625,38.2526953125,Misalignment,Misalignment_s1
-0.33371484375,0.3418177625760545,0.0739850381726811,0.663,0.6518496093749999,0.6561955974474188,0.0753972736047856,0.98,-2.119048828125,2.1191234916934114,0.0177886781110685,2.197,0.6492109374999999,0.6500678750619046,0.0333676612586362,0.751,24.175013671875,38.38960937499999,Misalignment,Misalignment_s1
-0.331078125,0.3392590847162386,0.0740540458650597,0.639,0.65333984375,0.6577710972718778,0.0762224702759992,0.99,-2.1201171875,2.1201899605341974,0.0175664457728319,2.189,0.659353515625,0.6602588670244233,0.0345646194442797,0.736,24.174953125,38.38531249999999,Misalignment,Misalignment_s1
-0.333501953125,0.3417889716943409,0.0748074089491495,0.592,0.64986328125,0.6539152246994636,0.0726831258046418,0.963,-2.11769140625,2.117777683423416,0.0191160744178155,2.197,0.6574960937500001,0.6583386553714206,0.0332967244596403,0.741,24.174750000000003,38.42378906249999,Misalignment,Misalignment_s1
-0.334115234375,0.342602103279993,0.0757839780587811,0.729,0.64877734375,0.6532408509692271,0.0762336383212446,1.024,-2.118474609375,2.118547470500868,0.0175702646270954,2.158,0.6540800781249999,0.654955519422407,0.0338523828093222,0.739,24.174912109375,38.4260546875,Misalignment,Misalignment_s1
-0.332328125,0.3426850492343516,0.0836125606756208,0.741,0.648015625,0.651945975282845,0.0714793987338965,0.956,-2.1186171875,2.1186993697859187,0.0186609849911478,2.199,0.6667812500000001,0.6675894866280101,0.0328403304594746,0.749,24.174884765625,38.4672265625,Misalignment,Misalignment_s1
